url,api_information_source_name,created_at,updated,list_source,certified_api_developer_name,capability_fhir_version,format,http_response,http_response_time_second,smart_http_response,errors,cap_stat_exists,kind,requested_fhir_version,is_chpl
https://api.platform.athenahealth.com/7862/brand/1/csg/1/fhir/r4/,CENTENNIAL PARK RETIREMENT VILLAGE,24/5/2025 9:30,9/6/2025 3:57,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,0.1504,200,"",TRUE,instance,None,true
https://api.patientfusion.com/fhir/r4/v1/13999e2a-35cc-408f-8116-2d8182a61f7c/,Eugene D Day MD PA,11/5/2025 3:41,8/6/2025 23:51,https://www.practicefusion.com/assets/static_files/ServiceBaseURLs.json,Practice Fusion,4.0.1,json,200,0.0736,200,"",true*,capability,None,true
https://api.platform.athenahealth.com/6223/brand/1/csg/1/fhir/r4/,NORTHWEST FOOT & ANKLE LLC,24/5/2025 12:33,9/6/2025 6:34,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,0.1526,200,"",TRUE,instance,None,true
https://api.platform.athenahealth.com/2276/brand/1/csg/21/fhir/r4/,"",24/5/2025 11:32,9/6/2025 8:07,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,0.1548,200,"",TRUE,instance,None,true
https://api.patientfusion.com/fhir/r4/v1/88f73ac4-c973-42c9-ae8b-3024f2e064f7/,Ka Holistics,10/5/2025 23:05,9/6/2025 6:02,https://www.practicefusion.com/assets/static_files/ServiceBaseURLs.json,Practice Fusion,4.0.1,json,200,0.4349,200,"",true*,capability,None,true
https://connect.pointclickcare.com/fhir/R4/33aa65ac-4f95-4d39-aaac-f9a5560e6b7b/,"",24/5/2025 9:37,8/6/2025 23:01,https://fhir.pointclickcare.com/R4endpoints.json,PointClickCare Technologies Inc.,4.0.1," application/fhir+xml, xml, application/fhir+json, json, application/x-turtle, ttl, html/json, html/xml, html/turtle ",200,0.149,200,"",TRUE,instance,None,true
https://providerapi.advancedmd.com/v1/r4/28461/,"",24/5/2025 7:43,8/6/2025 23:21,https://providerapi.advancedmd.com/v1/r4/endpoints,AdvancedMD,4.0.1,"
","","","","","","","",""
              application/fhir+xml,"","","","","","","","","","","","","","",""
              application/fhir+json,"","","","","","","","","","","","","","",""
"            """,200,0.1354,404,"",true*,requirements,None,"","","","","","","",""
https://fhir.fhirpoint.open.allscripts.com/fhirroute/open/59413/,University Community Health Services,11/5/2025 6:40,9/6/2025 3:11,https://open.platform.veradigm.com/fhirendpoints/download/R4?endpointFilter=Patient,Veradigm,4.0.1,"json,xml",200,2.4665,200,"",TRUE,instance,4,true
https://api.platform.athenahealth.com/21791/brand/1/csg/1/fhir/r4/,Cincinnati Allergy Associates - Western Hills,24/5/2025 12:24,9/6/2025 3:25,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,0.1624,200,"",TRUE,instance,None,true
https://fhir-usa.unify.chbase.com/org/franhsp-b776da73/,"",24/5/2025 7:23,9/6/2025 3:57,https://fhir-usa.unify.chbase.com/.well-known/endpoint,"TruBridge, Inc.",4.0.1,"application/fhir+json,application/fhir+xml",200,0.3085,200,"",true*,capability,None,true
https://connect.pointclickcare.com/fhir/R4/1211bebe-bed1-4206-a5d5-f5f34b727903/,"",24/5/2025 14:13,9/6/2025 6:02,https://fhir.pointclickcare.com/R4endpoints.json,PointClickCare Technologies Inc.,4.0.1," application/fhir+xml, xml, application/fhir+json, json, application/x-turtle, ttl, html/json, html/xml, html/turtle ",200,0.0849,200,"",TRUE,instance,None,true
https://api.platform.athenahealth.com/21071/brand/1/csg/1/fhir/r4/,Anew Health and Wellness,24/5/2025 12:09,9/6/2025 4:07,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,0.1507,200,"",TRUE,instance,None,true
https://fhir.insynchcs.com/insync/newlife-200/,"",24/5/2025 10:57,9/6/2025 4:44,https://resources.insynchcs.com/docrepos/InSyncDocs/insync-fhir-org-list.json,"Qualifacts Systems, LLC",4.0.1," application/fhir+xml, xml, application/fhir+json, json, application/x-turtle, ttl, html/json, html/xml, html/turtle ",200,0.2631,200,"",TRUE,instance,None,true
https://api.platform.athenahealth.com/22479/brand/1/csg/1/fhir/r4/,"KANWAR GILL, MD",24/5/2025 7:16,9/6/2025 6:09,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,0.1719,200,"",TRUE,instance,None,true
https://providerapi.advancedmd.com/v1/r4/51022/,"",24/5/2025 7:09,9/6/2025 0:37,https://providerapi.advancedmd.com/v1/r4/endpoints,AdvancedMD,4.0.1,"
","","","","","","","",""
              application/fhir+xml,"","","","","","","","","","","","","","",""
              application/fhir+json,"","","","","","","","","","","","","","",""
"            """,200,0.1525,404,"",true*,requirements,None,"","","","","","","",""
https://api.practicefusion.com/fhir/r4/v1/2aa66bb1-d5a7-48ad-b463-6923019b966f/,Rock Landing Psychological Group,11/5/2025 7:09,9/6/2025 1:10,https://www.practicefusion.com/assets/static_files/ServiceBaseURLs.json,Practice Fusion,4.0.1,json,200,0.1089,200,"",true*,capability,None,true
https://api.platform.athenahealth.com/9808/brand/2/csg/1/fhir/r4/,MFM Health,24/5/2025 6:36,8/6/2025 23:21,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,0.154,200,"",TRUE,instance,None,true
https://fhir4.eclinicalworks.com/fhir/r4/DGIICD/,"",11/5/2025 2:03,8/6/2025 23:24,https://fhir.eclinicalworks.com/ecwopendev/external/practiceList?pageId=1,"eClinicalWorks, LLC",4.0.1," xml, json ",200,0.052,200,"",TRUE,instance,None,true
https://fhir-myrecord.cerner.com/r4/8e95a1ff-1887-4987-a791-2170776e0067/,Nemaha Valley Community Hospital,11/5/2025 0:50,8/6/2025 23:45,https://raw.githubusercontent.com/oracle-samples/ignite-endpoints/refs/heads/main/oracle_health_fhir_endpoints/millennium_patient_r4_endpoints.json,Cerner Corporation,4.0.1,"json,application/fhir+json",200,0.1378,200,"",TRUE,instance,None,true
https://fhir.fhirpoint.open.allscripts.com/fhirroute/open/76544/,Family First Of Jacksonville,11/5/2025 3:37,9/6/2025 1:35,https://open.platform.veradigm.com/fhirendpoints/download/R4?endpointFilter=Patient,Veradigm,4.0.1,"json,xml",200,0.4667,200,"",TRUE,instance,4,true
https://api.platform.athenahealth.com/3873/brand/1/csg/1/fhir/r4/,ADOLESCENT AND PEDIATRIC MEDICAL CENTER PA,24/5/2025 10:02,9/6/2025 3:32,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,0.1112,200,"",TRUE,instance,None,true
https://providerapi.advancedmd.com/v1/r4/4974/,"",24/5/2025 9:05,9/6/2025 0:44,https://providerapi.advancedmd.com/v1/r4/endpoints,AdvancedMD,4.0.1,"
","","","","","","","",""
              application/fhir+xml,"","","","","","","","","","","","","","",""
              application/fhir+json,"","","","","","","","","","","","","","",""
"            """,200,0.1556,404,"",true*,requirements,None,"","","","","","","",""
https://api.platform.athenahealth.com/7825/brand/1/csg/1/fhir/r4/,Odessa Sleep Associates,24/5/2025 13:59,8/6/2025 23:58,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,0.1582,200,"",TRUE,instance,None,true
https://connect.pointclickcare.com/fhir/R4/6908a1c0-1211-4fae-9b5c-9b7a940d4d7f/,"",24/5/2025 10:50,9/6/2025 8:15,https://fhir.pointclickcare.com/R4endpoints.json,PointClickCare Technologies Inc.,4.0.1," application/fhir+xml, xml, application/fhir+json, json, application/x-turtle, ttl, html/json, html/xml, html/turtle ",200,0.1192,200,"",TRUE,instance,None,true
https://api.qualifacts.org/api/fhir/milehighbehavioralhealthcare/r4/,"",24/5/2025 10:30,9/6/2025 6:34,https://api.qualifacts.org/api/fhir/r4/endpoints,"Qualifacts Systems, LLC",4.0.1,"application/fhir+xml,xml,application/fhir+json,json",200,0.0339,401,"",TRUE,instance,None,true
https://api.platform.athenahealth.com/1758/brand/47/csg/521/fhir/r4/,"",24/5/2025 10:59,9/6/2025 2:54,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,0.0919,200,"",TRUE,instance,None,true
https://api.platform.athenahealth.com/23661/brand/1/csg/1/fhir/r4/,Duggar Family Practice,24/5/2025 9:42,9/6/2025 2:18,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,0.1514,200,"",TRUE,instance,None,true
https://fhir.insynchcs.com/insync/ruralnevadacounseling-200/,"",24/5/2025 8:26,8/6/2025 23:40,https://resources.insynchcs.com/docrepos/InSyncDocs/insync-fhir-org-list.json,"Qualifacts Systems, LLC",4.0.1," application/fhir+xml, xml, application/fhir+json, json, application/x-turtle, ttl, html/json, html/xml, html/turtle ",200,0.2213,200,"",TRUE,instance,None,true
https://fhir4.eclinicalworks.com/fhir/r4/EJFBCD/,"",24/5/2025 13:27,9/6/2025 2:14,https://fhir.eclinicalworks.com/ecwopendev/external/practiceList?pageId=1,"eClinicalWorks, LLC",4.0.1," xml, json ",200,0.047,200,"",TRUE,instance,None,true
https://api.platform.athenahealth.com/13670/brand/1/csg/1/fhir/r4/,GRANDVIEW MEDICAL CENTER,24/5/2025 7:50,9/6/2025 8:36,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,0.0939,200,"",TRUE,instance,None,true
https://fhir.fhirpoint.open.allscripts.com/fhirroute/open/10051940/,Community Medical Center Of West Volusia,11/5/2025 4:36,9/6/2025 5:46,https://open.platform.veradigm.com/fhirendpoints/download/R4?endpointFilter=Patient,Veradigm,4.0.1,"json,xml",200,0.6666,200,"",TRUE,instance,4,true
https://fhir.fhirpoint.open.allscripts.com/fhirroute/open/10065978/,Davidson Pediatric Partners PLLC,10/5/2025 23:11,8/6/2025 23:10,https://open.platform.veradigm.com/fhirendpoints/download/R4?endpointFilter=Patient,Veradigm,4.0.1,"json,xml",200,0.4037,200,"",TRUE,instance,None,true
https://api.platform.athenahealth.com/1559/brand/1/csg/47/fhir/r4/,"",24/5/2025 12:43,9/6/2025 3:40,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,0.1138,200,"",TRUE,instance,None,true
https://providerapi.advancedmd.com/v1/r4/48610/,"",23/5/2025 23:47,9/6/2025 0:32,https://providerapi.advancedmd.com/v1/r4/endpoints,AdvancedMD,4.0.1,"
","","","","","","","",""
              application/fhir+xml,"","","","","","","","","","","","","","",""
              application/fhir+json,"","","","","","","","","","","","","","",""
"            """,200,0.1395,404,"",true*,requirements,None,"","","","","","","",""
https://fhirendpoint.curemd.net/CM13W/,"",23/5/2025 19:27,8/6/2025 23:09,https://fhirendpoint.curemd.net/fhir/DEFAULT/Bundle/ServiceBaseURLs,"CureMD.com, Inc.",No Cap Stat,NA,401,0.0133,401,"",FALSE,NA,None,true
https://developer.carepaths.com/saussy/api/,"",11/5/2025 7:08,8/6/2025 23:01,https://carepaths.com/uploads/org_endpoint_bundle.json,Carepaths Inc,4.0.0,"
","","","","","","","",""
    xml,"","","","","","","","","","","","","","",""
    json,"","","","","","","","","","","","","","",""
"  """,200,0.0337,200,"",TRUE,instance,None,"","","","","","","",""
https://connect.pointclickcare.com/fhir/R4/0528a904-1383-434b-8b1b-dddb153649a1/,"",24/5/2025 12:08,9/6/2025 4:00,https://fhir.pointclickcare.com/R4endpoints.json,PointClickCare Technologies Inc.,4.0.1," application/fhir+xml, xml, application/fhir+json, json, application/x-turtle, ttl, html/json, html/xml, html/turtle ",200,0.1112,200,"",TRUE,instance,None,true
https://api.platform.athenahealth.com/17407/brand/1/csg/24/fhir/r4/,"",24/5/2025 10:36,9/6/2025 8:01,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,0.168,200,"",TRUE,instance,None,true
https://api.practicefusion.com/fhir/r4/v1/99ea41eb-aaaf-419f-9d30-838791fe1960/,Internal Medicine Associates,11/5/2025 1:44,8/6/2025 23:03,https://www.practicefusion.com/assets/static_files/ServiceBaseURLs.json,Practice Fusion,4.0.1,json,200,0.0749,200,"",true*,capability,None,true
https://api.platform.athenahealth.com/24400/brand/1/csg/1/fhir/r4/,Monmouth ENT Aesthetics,24/5/2025 11:04,9/6/2025 8:23,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,0.1477,200,"",TRUE,instance,None,true
https://api.platform.athenahealth.com/15426/brand/1/csg/1/fhir/r4/,Dr. Padma's Office,24/5/2025 13:21,9/6/2025 1:33,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,0.1513,500,"",TRUE,instance,None,true
https://fhir.insynchcs.com/insync/bhes-200/,"",24/5/2025 12:26,9/6/2025 7:00,https://resources.insynchcs.com/docrepos/InSyncDocs/insync-fhir-org-list.json,"Qualifacts Systems, LLC",4.0.1," application/fhir+xml, xml, application/fhir+json, json, application/x-turtle, ttl, html/json, html/xml, html/turtle ",200,0.2081,200,"",TRUE,instance,None,true
https://api.practicefusion.com/fhir/r4/v1/1126c0e7-d07b-4f0e-96b1-4080f651800a/,UZMA NASIM MD,11/5/2025 3:55,9/6/2025 7:04,https://www.practicefusion.com/assets/static_files/ServiceBaseURLs.json,Practice Fusion,4.0.1,json,200,0.3113,200,"",true*,capability,None,true
https://api.qualifacts.org/api/fhir/recoveryplace/r4/,"",24/5/2025 7:25,9/6/2025 6:28,https://api.qualifacts.org/api/fhir/r4/endpoints,"Qualifacts Systems, LLC",4.0.1,"application/fhir+xml,xml,application/fhir+json,json",200,0.0323,401,"",TRUE,instance,None,true
https://api.platform.athenahealth.com/7265/brand/1/csg/1/fhir/r4/,Dr.s Hackett Schmidlein and Ginsburg; faith hackett md,24/5/2025 8:55,9/6/2025 2:04,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,0.172,200,"",TRUE,instance,None,true
https://api.platform.athenahealth.com/11546/brand/1/csg/1/fhir/r4/,Meridian Pain Group,24/5/2025 11:03,9/6/2025 0:28,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,0.0915,200,"",TRUE,instance,None,true
https://providerapi.advancedmd.com/v1/r4/43511/,"",24/5/2025 8:12,9/6/2025 4:43,https://providerapi.advancedmd.com/v1/r4/endpoints,AdvancedMD,4.0.1,"
","","","","","","","",""
              application/fhir+xml,"","","","","","","","","","","","","","",""
              application/fhir+json,"","","","","","","","","","","","","","",""
"            """,200,0.1275,404,"",true*,requirements,None,"","","","","","","",""
https://connect.pointclickcare.com/fhir/R4/ff3e039f-be6f-475e-92e0-12cd9d64a91c/,"",24/5/2025 11:34,9/6/2025 4:29,https://fhir.pointclickcare.com/R4endpoints.json,PointClickCare Technologies Inc.,4.0.1," application/fhir+xml, xml, application/fhir+json, json, application/x-turtle, ttl, html/json, html/xml, html/turtle ",200,0.0808,200,"",TRUE,instance,None,true
https://providerapi.advancedmd.com/v1/r4/42970/,"",24/5/2025 7:44,9/6/2025 1:25,https://providerapi.advancedmd.com/v1/r4/endpoints,AdvancedMD,4.0.1,"
","","","","","","","",""
              application/fhir+xml,"","","","","","","","","","","","","","",""
              application/fhir+json,"","","","","","","","","","","","","","",""
"            """,200,0.1505,404,"",true*,requirements,None,"","","","","","","",""
https://providerapi.advancedmd.com/v1/r4/25217/,"",24/5/2025 9:44,9/6/2025 1:39,https://providerapi.advancedmd.com/v1/r4/endpoints,AdvancedMD,4.0.1,"
","","","","","","","",""
              application/fhir+xml,"","","","","","","","","","","","","","",""
              application/fhir+json,"","","","","","","","","","","","","","",""
"            """,200,0.1335,404,"",true*,requirements,None,"","","","","","","",""
https://api.platform.athenahealth.com/11636/brand/1/csg/1/fhir/r4/,Main Office,24/5/2025 7:24,9/6/2025 1:50,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,0.0995,500,"",TRUE,instance,None,true
https://fhir.fhirpoint.open.allscripts.com/fhirroute/open/10035515/,"Wright & Associates Family Healthcare, PLLC",11/5/2025 7:00,9/6/2025 7:16,https://open.platform.veradigm.com/fhirendpoints/download/R4?endpointFilter=Patient,Veradigm,No Cap Stat,NA,0,-1.0,0,server could not be reached from URL: https://fhir.fhirpoint.open.allscripts.com/fhirroute/open/10035515/metadata,FALSE,NA,2,true
https://api.platform.athenahealth.com/20857/brand/1/csg/1/fhir/r4/,"CHUCKANUT MEDICINE, PLLC",24/5/2025 10:17,9/6/2025 4:00,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,0.167,200,"",TRUE,instance,None,true
